0, 28.3432, 239.429, 11.2656, 135.484, 15.6845, 653.665, 22.5281, 0, 762.404, 62.9333
10000, 37.7853, 229.91, 39.5462, 146.812, 23.5497, 658.59, 0, 0, 814.395, 47.2214
10000, 22.0451, 239.424, 0, 146.804, 0, 634.996, 0, 0, 813.802, 62.989
20000, 31.4972, 229.716, 22.6013, 135.577, 15.6769, 611.601, 11.2656, 3.13263, 844.985, 55.1231
20000, 28.318, 223.196, 11.2915, 107.296, 47.0642, 625.887, 0, 0, 793.418, 31.501
30000, 18.8492, 207.816, 5.65033, 107.1, 23.5161, 616.376, 5.61981, 0, 804.246, 23.5931
30000, 22.0238, 207.848, 11.2915, 135.53, 0, 639.751, 11.2473, 0, 865.516, 86.6089
40000, 3.1456, 192.105, 22.5571, 118.536, 23.5313, 611.909, 16.8732, 6.27594, 865.499, 55.0545
40000, 22.0306, 232.81, 22.5494, 140.895, 15.7196, 616.222, 0, 6.28052, 844.997, 39.3738
50000, 12.5725, 217.191, 28.2684, 112.915, 15.6937, 602.1, 22.4869, 0, 896.801, 86.5929
50000, 25.1999, 198.537, 28.2242, 101.507, 0, 634.914, 0, 9.41315, 834.872, 31.4827
60000, 6.29349, 214.082, 5.64575, 129.82, 23.597, 625.913, 0, 12.545, 875.784, 62.9242
60000, 9.44824, 214.109, 0, 118.514, 23.6069, 626.19, 22.522, 6.26831, 886.247, 70.8092
70000, 15.7387, 176.218, 39.5508, 112.828, 0, 663.522, 11.2579, 3.13644, 906.762, 78.6743
70000, 22.0039, 195.087, 11.2747, 135.537, 15.712, 621.136, 39.4112, 6.28052, 866.225, 23.5977
80000, 25.1495, 207.707, 33.8928, 90.2542, 0, 644.732, 5.63278, 6.27289, 814.316, 55.0995
90000, 31.4407, 226.398, 11.2747, 118.571, 15.6769, 630.011, 22.496, 9.42535, 855.654, 39.3906
90000, 9.44824, 217.287, 16.951, 163.834, 31.3782, 635.095, 0, 6.27289, 855.413, 47.1992
100000, 22.0436, 207.721, 16.9243, 107.278, 0, 644.882, 28.1731, 3.13797, 865.369, 62.9562
100000, 25.1572, 204.278, 28.1891, 112.829, 0, 611.337, 11.2747, 0, 783.206, 86.5875
110000, 12.6053, 220.436, 22.5883, 129.789, 23.5451, 616.509, 11.2564, 6.27594, 824.283, 55.0903
110000, 15.7318, 220.293, 11.3083, 141.014, 15.6937, 616.83, 0, 3.13034, 845.04, 78.688
120000, 22.0345, 176.257, 0, 107.102, 23.5497, 611.944, 11.2564, 6.2706, 834.958, 47.2557
120000, 9.44519, 201.372, 11.2915, 129.745, 7.84683, 639.908, 11.2747, 0, 824.248, 55.0339
140000, 18.8736, 217.204, 11.2823, 90.2603, 0, 630.833, 5.63278, 0, 865.542, 47.1527
140000, 22.0459, 201.274, 11.3007, 124.161, 0, 611.576, 0, 0, 844.785, 15.7455
