0, 18.9148, 348.683, 22.5159, 107.607, 15.712, 659.132, 0, 6.28357, 813.751, 55.0568
10000, 56.5849, 374.677, 28.1982, 136.014, 15.712, 686.508, 11.2228, 6.27441, 865.348, 94.4641
20000, 37.7808, 352.721, 22.6273, 147.415, 0, 747.931, 16.8976, 0, 865.589, 70.8435
20000, 37.7747, 384.362, 0, 152.811, 0, 696.039, 28.1357, 15.6647, 865.533, 78.6995
30000, 31.4804, 349.435, 0, 175.575, 15.7288, 724.469, 0, 0, 907.273, 23.6145
30000, 40.9447, 346.183, 16.954, 113.278, 15.7196, 653.737, 5.62363, 6.27594, 824.65, 86.5578
40000, 50.3395, 302.241, 28.2547, 118.836, 15.7288, 658.398, 11.2656, 9.41849, 927.648, 55.0583
40000, 25.177, 283.087, 0, 135.904, 39.2738, 630.294, 0, 3.13797, 824.715, 54.9873
50000, 15.76, 302.238, 28.2425, 135.861, 15.7242, 630.127, 28.1197, 0, 855.322, 39.3402
50000, 18.8797, 302.537, 11.3007, 107.522, 31.4049, 621.28, 33.7524, 0, 844.746, 78.6934
60000, 34.6603, 295.958, 0, 147.385, 39.2708, 630.438, 0, 0, 804.057, 23.5573
60000, 18.8873, 258.231, 5.62363, 124.583, 31.4407, 625.819, 22.5327, 0, 886.809, 39.3387
70000, 15.7356, 264.256, 5.65414, 113.159, 15.6937, 634.811, 11.2656, 3.14407, 824.174, 62.9417
70000, 22.039, 289.603, 11.2915, 135.921, 23.5451, 616.171, 16.8869, 3.13797, 814.406, 23.5847
80000, 22.036, 298.934, 11.3083, 147.313, 7.83844, 635.146, 11.2663, 0, 885.733, 55.0461
80000, 0, 314.709, 56.5315, 158.816, 23.5626, 644.607, 5.63736, 0, 844.702, 86.5715
90000, 9.43985, 298.869, 28.228, 136.081, 47.0383, 644.243, 0, 6.28052, 824.373, 47.2137
90000, 22.052, 289.792, 0, 113.251, 0, 649.306, 5.62363, 3.14026, 855.148, 15.7196
100000, 6.29883, 273.804, 11.3174, 147.142, 31.3667, 625.758, 28.1212, 6.27823, 803.955, 39.3219
110000, 31.4789, 286.464, 5.65033, 153.022, 23.5756, 635.307, 11.2579, 0, 814.446, 63.002
110000, 12.6106, 286.625, 22.5647, 124.608, 7.8598, 639.564, 16.8686, 0, 866.381, 62.8899
120000, 34.6153, 286.435, 28.3165, 118.911, 39.2387, 635.094, 11.2396, 0, 814.83, 31.4911
120000, 9.45969, 270.335, 16.9235, 124.658, 15.712, 620.76, 0, 0, 896.447, 70.7703
130000, 15.7387, 286.543, 11.3007, 170.014, 23.5634, 639.61, 11.2396, 3.13034, 917.836, 62.9578
130000, 50.4005, 279.973, 0, 175.593, 0, 630.193, 16.88, 0, 876.002, 23.6183
140000, 18.8751, 283.286, 33.9249, 192.691, 0, 630.084, 16.8457, 0, 824.548, 47.2282
140000, 28.3043, 289.176, 45.1843, 124.549, 0, 615.999, 5.62897, 0, 824.725, 47.1474
170000, 12.5671, 280.478, 56.5086, 158.203, 15.6845, 611.385, 16.8983, 18.84, 885.923, 86.5479
170000, 6.28815, 305.155, 22.5739, 135.921, 78.5309, 630.312, 0, 6.27975, 814.327, 39.3661
170000, 22.0001, 261.245, 39.4875, 107.537, 7.84225, 634.689, 11.2656, 12.5549, 875.733, 78.7292
170000, 15.7394, 280.151, 22.6013, 135.919, 31.3782, 625.84, 5.62363, 9.42383, 855.145, 70.8549
170000, 22.0451, 270.782, 16.9235, 118.941, 15.7028, 630.086, 22.5327, 15.6799, 845.211, 62.9517
170000, 34.6306, 289.401, 16.9624, 124.696, 15.712, 620.716, 16.8594, 6.26831, 845.148, 110.166
220000, 18.9079, 292.523, 22.5922, 152.863, 31.4148, 644.028, 0, 3.14026, 783.133, 23.6237
220000, 28.3417, 280.18, 33.8745, 130.139, 23.5718, 630.356, 33.7936, 9.40704, 907.049, 39.3349
220000, 6.29883, 292.508, 17.0151, 124.548, 23.5756, 630.312, 0, 9.40094, 824.62, 39.3524
220000, 6.29883, 273.763, 28.2585, 136.104, 15.7021, 625.584, 16.8846, 6.27594, 906.59, 31.5079
220000, 18.8751, 283.344, 16.9235, 124.627, 15.7028, 644.18, 22.5182, 6.28052, 876.156, 55.1445
220000, 28.3745, 270.346, 39.4882, 124.502, 31.3957, 630.042, 11.2823, 0, 856.172, 23.6183
220000, 34.6817, 292.673, 0, 152.859, 23.568, 653.92, 16.8892, 6.27594, 803.902, 55.0858
220000, 9.43146, 298.479, 16.8869, 198.242, 15.712, 658.581, 0, 3.14178, 875.671, 55.1285
220000, 6.28357, 301.778, 0, 124.641, 23.5756, 620.845, 0, 0, 907.47, 110.165
240000, 31.4392, 280.275, 22.644, 113.226, 15.7028, 621.15, 16.9151, 3.13416, 896.494, 78.6606
240000, 15.7852, 270.322, 5.65872, 107.672, 15.7196, 625.948, 0, 0, 845.441, 31.4575
240000, 9.45969, 289.413, 0, 147.121, 23.5405, 625.636, 5.61523, 0, 803.725, 86.5425
240000, 15.6898, 280.113, 11.3083, 130.131, 15.6937, 640.006, 28.1639, 3.13416, 814.22, 125.883
250000, 34.5604, 308.592, 28.2516, 136.066, 15.712, 611.136, 16.8945, 0, 865.658, 55.0232
250000, 15.7585, 270.293, 22.583, 130.235, 31.4316, 634.88, 0, 3.13797, 804.185, 55.1346
260000, 6.30341, 305.241, 0, 164.226, 31.4575, 630.151, 11.2473, 6.27289, 916.934, 39.3387
260000, 47.271, 282.909, 0, 158.466, 7.85141, 606.528, 5.61523, 6.25763, 886.217, 31.4835
270000, 21.9925, 264.508, 11.2656, 96.2738, 15.712, 653.808, 0, 6.27594, 917.208, 118.035
280000, 22.0634, 261.391, 0, 164.146, 23.5794, 649.501, 5.63278, 0, 907.805, 39.3303
280000, 28.3714, 295.877, 16.8983, 147.407, 15.7288, 630.416, 0, 6.27594, 855.386, 78.6331
290000, 34.6001, 283.263, 11.3007, 130.271, 23.5802, 630.03, 11.2228, 6.26831, 854.893, 15.7417
290000, 25.1862, 283.057, 28.2318, 181.362, 0, 620.994, 0, 6.28357, 876.389, 70.7703
300000, 22.0818, 270.686, 0, 141.606, 23.571, 625.449, 5.62897, 0, 845.671, 47.1947
300000, 37.8235, 264.124, 0, 124.741, 31.4056, 606.856, 11.2564, 3.13644, 949.155, 47.2031
310000, 0, 270.651, 0, 118.975, 23.5764, 630.132, 22.5327, 0, 865.888, 118.044
310000, 9.45053, 299.094, 11.2915, 124.49, 39.257, 639.104, 28.1441, 3.14178, 865.626, 86.5364
330000, 15.7547, 311.488, 33.8997, 169.797, 39.283, 635.037, 0, 6.26831, 896.923, 39.3524
330000, 22.02, 321.234, 16.954, 158.495, 0, 728.474, 11.2228, 0, 855.663, 15.7379
330000, 47.2603, 431.309, 28.2372, 141.805, 47.0856, 690.683, 0, 6.28052, 803.461, 39.3433
350000, 28.2974, 333.435, 16.9762, 135.699, 0, 710.231, 0, 3.13263, 824.512, 78.6743
350000, 47.2366, 371.181, 0, 130.309, 15.7288, 678.026, 28.1693, 0, 855.203, 78.6972
350000, 25.1534, 346.239, 28.2509, 158.517, 31.424, 729.068, 33.7708, 0, 814.182, 31.4842
350000, 18.8416, 336.881, 45.2217, -2.21409e+06, 23.5542, 676.679, 11.2396, 3.13797, 772.996, 39.3517
370000, 6.28815, 302.248, 22.6303, 84.9861, 15.6937, 630.067, 28.1776, 0, 896.957, 86.5463
370000, 18.8919, 282.903, 33.8745, 130.354, 47.1619, 643.933, 11.2747, 0, 834.747, 62.9669
370000, 28.3188, 286.095, 22.583, 152.96, 15.712, 625.28, 0, 9.42078, 834.814, 39.3387
370000, 22.0238, 289.461, 16.9365, 164.495, 23.5535, 620.888, 0, 9.41391, 854.543, 62.9791
380000, 12.5923, 283.638, 11.3007, 169.934, 31.4049, 625.397, 0, 3.13416, 834.299, 47.2038
380000, 12.5885, 299.352, 11.3266, 147.3, 31.4095, 653.952, 5.63278, 3.13416, 814.101, 110.143
390000, 12.6076, 289.176, 5.64117, 147.137, 31.4407, 658.714, 22.5235, 0, 824.155, 39.3448
